event_index,attempt,node,status_code,elapsed_ms,leader,result,final
0,1,http://100.100.1.200:7000,200,66.708,lnx200nas,submit_ok,ok
1,1,http://100.100.1.200:7000,200,104.97,lnx200nas,submit_ok,ok
2,1,http://100.100.1.202:7000,200,108.022,lnx200nas,submit_ok,ok
5,1,http://100.100.1.202:7000,200,11.584,,retryable_error,retry
6,1,http://100.100.1.202:7000,200,8.09,,retryable_error,retry
8,1,http://100.100.1.203:7000,200,5.904,,retryable_error,retry
3,1,http://100.100.1.203:7000,200,122.86,lnx200nas,submit_ok,ok
9,1,http://100.100.1.202:7000,200,7.128,,retryable_error,retry
10,1,http://100.100.1.203:7000,200,4.86,,retryable_error,retry
11,1,http://100.100.1.202:7000,200,6.515,,retryable_error,retry
12,1,http://100.100.1.202:7000,200,12.733,,retryable_error,retry
4,1,http://100.100.1.202:7000,200,112.885,lnx200nas,submit_ok,ok
7,1,http://100.100.1.200:7000,200,62.604,lnx200nas,submit_ok,ok
13,1,http://100.100.1.200:7000,200,44.175,lnx200nas,submit_ok,ok
14,1,http://100.100.1.200:7000,200,43.946,lnx200nas,submit_ok,ok
15,1,http://100.100.1.200:7000,200,30.007,lnx200nas,submit_ok,ok
19,1,http://100.100.1.202:7000,200,4.668,,retryable_error,retry
16,1,http://100.100.1.200:7000,200,34.888,lnx200nas,submit_ok,ok
20,1,http://100.100.1.202:7000,200,7.203,,retryable_error,retry
17,1,http://100.100.1.200:7000,200,31.662,lnx200nas,submit_ok,ok
21,1,http://100.100.1.203:7000,200,10.742,,retryable_error,retry
18,1,http://100.100.1.200:7000,200,32.892,lnx200nas,submit_ok,ok
25,1,http://100.100.1.203:7000,200,3.476,,retryable_error,retry
26,1,http://100.100.1.203:7000,200,4.582,,retryable_error,retry
22,1,http://100.100.1.200:7000,200,20.592,lnx200nas,submit_ok,ok
28,1,http://100.100.1.202:7000,200,6.23,,retryable_error,retry
29,1,http://100.100.1.203:7000,200,3.567,,retryable_error,retry
23,1,http://100.100.1.200:7000,200,30.201,lnx200nas,submit_ok,ok
30,1,http://100.100.1.203:7000,200,5.479,,retryable_error,retry
24,1,http://100.100.1.200:7000,200,32.993,lnx200nas,submit_ok,ok
27,1,http://100.100.1.200:7000,200,26.984,lnx200nas,submit_ok,ok
33,1,http://100.100.1.202:7000,200,8.176,,retryable_error,retry
34,1,http://100.100.1.202:7000,200,7.804,,retryable_error,retry
36,1,http://100.100.1.203:7000,200,4.104,,retryable_error,retry
